id,name,role_description,init_att,gender,age,status,traits,interest,relation
541,Harper Haynes,"Harper Haynes is a 45-year-old male Community Liaison Officer who is lively, creative, responsible, steady, trustworthy, and has interests of dancing, debates, meeting deadlines, stargazing, organizing events.",0.0175743,male,45,Community Liaison Officer,lively;creative;responsible;steady;trustworthy,dancing;debates;meeting deadlines;stargazing;organizing events,"['Harper Stanley', 'Tatum Rodriguez']"
57,Addison Matthews,"Addison Matthews is a 31-year-old female Tour Guide who is sociable, original, responsible, composed, generous, and has interests of volunteering, diverse literature, planning, meditation, participating in group activities.",0.1163073,female,31,Tour Guide,sociable;original;responsible;composed;generous,volunteering;diverse literature;planning;meditation;participating in group activities,"['Ian Hunter', 'Marley Cook']"
3,Stella Lee,"Stella Lee is a 25-year-old male Nurse who is friendly, detail-oriented, resilient, and has interests of joining clubs, documenting progress, fishing.",0.0544763,male,25,Nurse,friendly;detail-oriented;resilient,joining clubs;documenting progress;fishing,"['Ian Hunter', 'Adam Diaz']"
951,Eli Swanson7,"Eli Swanson7 is a 42-year-old male Physician who is generous, secure, adventurous, reliable, and has interests of collaborating on projects, knitting, attending lectures, learning new skills.",0.2219488,male,42,Physician,generous;secure;adventurous;reliable,collaborating on projects;knitting;attending lectures;learning new skills,"['Gideon Carlson', 'Lyric Luna', 'Emma Lynch', 'Darius Jackson']"
679,Dahlia Hamilton,"Dahlia Hamilton is a 82-year-old female Actor who is creative, friendly, thorough, and has interests of creating art, spreading kindness, meeting deadlines.",0.0937437,female,82,Actor,creative;friendly;thorough,creating art;spreading kindness;meeting deadlines,"['Grace Day', 'Quincy Brooks']"
411,Ty Bell,"Ty Bell is a 52-year-old female Project Manager who is unconventional, balanced, efficient, and has interests of experimenting, painting, maintaining cleanliness.",0.1004282,female,52,Project Manager,unconventional;balanced;efficient,experimenting;painting;maintaining cleanliness,"['Willow Payne', 'Marlowe Kim']"
123,Christopher Bryant,"Christopher Bryant is a 46-year-old male Security Consultant who is talkative, generous, balanced, and has interests of hosting events, collaborating on projects, baking.",-0.0669526,male,46,Security Consultant,talkative;generous;balanced,hosting events;collaborating on projects;baking,"['Willow Payne', 'Damian Huffman']"
695,Thomas Barber,"Thomas Barber is a 33-year-old male Concierge who is imaginative, considerate, sociable, composed, disciplined, and has interests of attending art galleries, building relationships, attending meetups, nature walks, tracking progress.",-0.0810489,male,33,Concierge,imaginative;considerate;sociable;composed;disciplined,attending art galleries;building relationships;attending meetups;nature walks;tracking progress,"['Peter King', 'Quincy Brooks']"
481,Damian Dawson,"Damian Dawson is a 44-year-old male Federal Agent who is thorough, confident, relaxed, curious, generous, and has interests of planning, attending festivals, cooking, exploring, organizing events.",0.4298944,male,44,Federal Agent,thorough;confident;relaxed;curious;generous,planning;attending festivals;cooking;exploring;organizing events,"['Aaliyah Stone', 'Lucas Bush']"
953,Hunter Bennett,"Hunter Bennett is a 32-year-old male Radiologic Technologist who is considerate, composed, adventurous, punctual, assertive, and has interests of supporting charities, birdwatching, experimenting, documenting progress, volunteering.",-0.1179329,male,32,Radiologic Technologist,considerate;composed;adventurous;punctual;assertive,supporting charities;birdwatching;experimenting;documenting progress;volunteering,"['Isla Burton', 'Ryder McKinney']"
586,Selene Henry,"Selene Henry is a 25-year-old female School Counselor who is trustworthy, talkative, reliable, creative, resilient, and has interests of organizing events, traveling, improving efficiency, experimenting, cooking.",-0.1277516,female,25,School Counselor,trustworthy;talkative;reliable;creative;resilient,organizing events;traveling;improving efficiency;experimenting;cooking,"['Ian Hunter', 'Quincy Brooks']"
335,Miles Hale,"Miles Hale is a 41-year-old female Advertising Executive who is reliable, innovative, calm, sociable, kind, and has interests of creating schedules, writing, fishing, participating in group activities, advocating for others.",-0.1105817,female,41,Advertising Executive,reliable;innovative;calm;sociable;kind,creating schedules;writing;fishing;participating in group activities;advocating for others,"['Quincy Brooks', 'Kade Neal', 'Sienna Washington']"
654,Amara Bell,"Amara Bell is a 25-year-old female Air Traffic Controller who is enthusiastic, grounded, organized, innovative, understanding, and has interests of attending festivals, swimming, researching, creating art, supporting charities.",0.0768177,female,25,Air Traffic Controller,enthusiastic;grounded;organized;innovative;understanding,attending festivals;swimming;researching;creating art;supporting charities,"['Ian Hunter', 'Arthur Myers']"
590,Miles Russell,"Miles Russell is a 40-year-old female Editor who is considerate, level-headed, talkative, and has interests of community service, journaling, hiking.",0.0259514,female,40,Editor,considerate;level-headed;talkative,community service;journaling;hiking,"['Lacey Bryant', 'Marley Cook']"
543,Emma Lynch,"Emma Lynch is a 37-year-old female Public Relations Specialist who is friendly, understanding, thorough, adventurous, relaxed, and has interests of running, volunteering, maintaining cleanliness, exploring, swimming.",-0.2578295,female,37,Public Relations Specialist,friendly;understanding;thorough;adventurous;relaxed,running;volunteering;maintaining cleanliness;exploring;swimming,"['Amaya Thomas', 'Eli Swanson7']"
329,Sebastian Hughes,"Sebastian Hughes is a 23-year-old female Environmental Scientist who is calm, original, warm, and has interests of hiking, exploring music genres, collaborating on projects.",0.3982755,female,23,Environmental Scientist,calm;original;warm,hiking;exploring music genres;collaborating on projects,"['Ian Hunter', 'Aaliyah Stone']"
940,Darius Jackson,"Darius Jackson is a 63-year-old female Cybersecurity Analyst who is detail-oriented, kind, adventurous, level-headed, sociable, and has interests of creating schedules, promoting positivity, attending lectures, stargazing, socializing.",-0.2481523,female,63,Cybersecurity Analyst,detail-oriented;kind;adventurous;level-headed;sociable,creating schedules;promoting positivity;attending lectures;stargazing;socializing,"['Amaya Thomas', 'Eli Swanson7']"
749,Nora Hale,"Nora Hale is a 30-year-old female Traffic Engineer who is organized, open-minded, relaxed, and has interests of improving efficiency, writing, playing musical instruments.",-0.3082311,female,30,Traffic Engineer,organized;open-minded;relaxed,improving efficiency;writing;playing musical instruments,"['Khalil Shaw', 'Quincy Brooks']"
753,Sienna Washington,"Sienna Washington is a 25-year-old male Brand Strategist who is balanced, detail-oriented, versatile, and has interests of playing musical instruments, learning new skills, participating in hackathons.",0.0801441,male,25,Brand Strategist,balanced;detail-oriented;versatile,playing musical instruments;learning new skills;participating in hackathons,"['Isla Burton', 'Miles Hale']"
478,Rhys Stephens2,"Rhys Stephens2 is a 54-year-old female Research Scientist who is adventurous, kind, unflappable, unconventional, and has interests of playing team sports, organizing events, painting, writing.",-0.1933878,female,54,Research Scientist,adventurous;kind;unflappable;unconventional,playing team sports;organizing events;painting;writing,"['Harper Stanley', 'Ryder McKinney']"
72,Kingston Edwards,"Kingston Edwards is a 42-year-old female Cybersecurity Analyst who is compassionate, curious, sociable, relaxed, responsible, and has interests of attending community meetings, inventing, exploring new places, meditation, completing tasks.",0.3110323,female,42,Cybersecurity Analyst,compassionate;curious;sociable;relaxed;responsible,attending community meetings;inventing;exploring new places;meditation;completing tasks,"['Abigail Morales', 'Lucia Franklin']"
369,Julia Castillo,"Julia Castillo is a 45-year-old male Airline Pilot who is open-minded, friendly, energetic, unflappable, and has interests of experimenting, joining social causes, running, hiking.",0.0733645,male,45,Airline Pilot,open-minded;friendly;energetic;unflappable,experimenting;joining social causes;running;hiking,"['Adam Diaz', 'Aiden Soto']"
345,Felix Dunn,"Felix Dunn is a 61-year-old female Education Policy Analyst who is thorough, composed, friendly, and has interests of following routines, watching movies, networking.",-0.2096544,female,61,Education Policy Analyst,thorough;composed;friendly,following routines;watching movies;networking,"['Ian Hunter', 'Aisling Garza']"
290,Selene Barnett,"Selene Barnett is a 37-year-old female Tour Guide who is relaxed, assertive, imaginative, warm, organized, and has interests of yoga, meeting new people, inventing, attending community meetings, following routines.",0.0652926,female,37,Tour Guide,relaxed;assertive;imaginative;warm;organized,yoga;meeting new people;inventing;attending community meetings;following routines,"['Adam Diaz', 'Quincy Brooks']"
